start,end,weight
7946,8397,1
13427,15087,1
12743,12755,1
15690,15979,1
16194,16085,3
4746,4828,2
2683,2682,1
7092,7748,1
12941,12525,1
13005,13191,1
10011,10186,1
2037,1876,1
9476,12214,1
23225,23241,1
7267,7077,3
7983,8436,1
6795,6835,2
12010,12793,3
7080,9809,1
18863,18604,1
7106,6869,1
14038,14040,1
21729,21311,1
4935,4573,2
13109,13107,1
12723,11945,1
22043,22189,2
7748,7092,1
8387,8262,1
16925,17176,1
10052,10223,1
12355,12579,2
8416,8285,2
20277,20276,1
16477,16127,1
11481,12135,1
7399,7075,1
15986,15863,1
3086,2975,3
5597,5307,1
13465,13216,3
10071,9816,2
11581,11582,1
19884,19814,1
16469,16864,1
12715,12543,2
1966,1684,1
8388,7941,1
12326,12542,2
16601,16372,1
6990,6799,1
776,694,1
10889,11081,1
5098,4889,1
5889,6404,1
13807,13958,1
4774,4676,1
758,755,1
3821,3741,1
4571,4241,1
15081,15084,1
13979,13610,1
11516,11944,1
8776,9824,1
15640,15073,1
13585,13588,1
9127,9128,2
10660,10475,1
20550,20420,1
10246,10482,2
19639,19851,1
12884,12529,1
16713,16618,1
11728,11485,1
3060,2570,2
11493,11056,2
14398,14009,3
4779,5078,1
8049,8051,1
13018,12371,1
5250,5363,1
16870,16702,1
11984,12766,1
10893,11333,1
17055,16907,1
16450,16208,1
15693,15427,1
2989,2814,1
19132,19057,1
6435,6326,2
8741,8742,3
18379,18287,1
10597,10176,1
7401,6951,2
16235,16472,1
5337,5049,1
18859,18684,1
14392,14233,1
20836,20722,1
13236,12799,2
7703,8039,1
3943,4739,1
13966,13586,1
18044,17971,1
16565,16429,2
5515,5230,1
13649,14414,1
9279,8925,1
8749,8749,1
9308,9101,1
16843,16584,1
6433,5912,1
3096,3276,2
15003,15137,1
10201,10440,1
8078,7947,2
12009,12395,2
13630,13033,1
14745,14746,3
18368,18368,2
13850,13219,1
11831,11589,2
18640,18809,1
11508,12331,2
11060,11311,1
20069,19911,2
16551,16411,1
15959,15960,1
7611,7417,1
18139,18139,1
7958,7417,1
7541,7539,1
9203,11182,1
14781,14249,1
13196,13194,1
11533,11085,1
16212,16215,1
12017,12020,1
10011,10603,1
13994,13841,1
13453,13619,1
13374,13132,2
15596,15715,2
4739,4461,1
2467,2404,1
16562,16657,2
12969,13399,1
15244,14717,1
15815,15528,2
9139,9003,2
14016,13867,1
9309,9453,2
16209,15968,1
12845,12844,1
15083,15531,1
4876,4769,3
8477,8151,1
5565,5277,1
5506,5051,1
12800,12635,1
1787,1714,2
16496,16697,1
11138,11135,1
12544,13151,1
9030,10310,2
12498,12475,2
1934,1860,1
10942,10360,1
9129,8786,8
8435,7772,3
9821,10667,1
22319,22193,1
9094,8947,2
18136,17950,1
11189,12074,2
2963,3251,1
16265,16061,2
7075,7076,5
15931,16311,1
9829,9832,3
2736,3507,1
15248,15369,2
8394,8073,3
8379,8247,1
16827,17424,1
11430,11176,1
15059,14863,1
11581,11581,1
9141,8648,1
15656,16074,1
14366,14366,1
10210,10212,2
12592,12589,1
22296,22410,2
3740,3588,5
14009,13855,1
2971,3349,1
11584,11388,2
5645,8197,1
21091,21352,1
2137,1935,2
10407,10588,1
6730,6401,1
12042,12040,1
11559,11369,2
5330,6951,1
19622,19704,1
8260,7950,1
10223,11344,1
16177,15643,1
8939,8742,1
16465,16496,1
16619,16616,1
4928,4748,1
6944,6548,1
2336,2535,1
22664,22582,1
12775,12773,1
18439,18442,1
8107,7975,2
4787,4585,1
22417,22385,1
13448,13447,1
14886,14454,1
15253,15079,1
8292,8105,1
7059,7572,1
9784,10030,1
6034,5777,1
12697,13127,4
16430,16193,3
13023,12772,1
8069,8385,1
14740,14736,1
18429,18919,1
10042,9791,1
13977,13976,2
11591,11835,1
11308,10869,1
7688,7209,1
12371,11986,1
11109,10242,2
9728,9377,1
18519,18271,1
15647,15643,4
12555,11945,1
22738,23071,1
12743,12346,1
12393,12005,1
21106,21108,1
7083,6438,1
9076,8727,2
16410,16545,1
16842,16589,1
16542,16764,1
6726,6541,3
11516,11945,2
12404,12230,1
2784,2782,1
11237,10666,1
8969,8413,1
9442,9088,2
5026,4912,1
17202,17204,1
7682,8183,1
21619,21595,1
10067,10657,1
9908,9717,1
17336,17568,1
8416,8093,1
15951,15828,1
14610,14975,1
5046,4745,1
10201,10198,1
14755,14609,1
16588,16214,1
1125,1090,1
23134,23183,1
13756,13286,1
17171,17201,1
14388,14001,1
17088,17188,1
6025,5873,2
16870,16475,1
8404,8094,1
16593,16953,1
13591,12740,1
16373,16036,1
13223,13036,1
2196,2291,1
5856,5277,1
3484,3390,1
1819,1595,1
2343,2677,1
7856,7605,1
8978,9325,1
6987,6795,1
3224,3053,1
17325,16916,2
15270,15087,1
15251,15521,2
16926,17177,2
13986,14745,1
20412,20465,1
11557,11796,1
8436,8435,1
14640,14422,1
16703,16702,1
11748,12327,1
13229,12792,3
16656,16561,6
10548,10305,2
2839,2798,1
5058,4758,1
22041,21888,1
2731,2590,3
16648,16555,1
11059,11929,1
16925,17174,1
6295,6605,1
3588,3740,3
3088,3357,1
11964,11973,1
6132,6725,4
10011,10426,2
13212,13214,1
12798,13044,1
3061,3234,1
12383,11577,2
20281,20163,1
11820,11581,2
7575,7056,2
13374,13129,3
2891,3584,1
15127,14405,1
11509,11937,1
7943,7402,2
13179,15937,1
10906,10649,7
6950,7268,2
16703,16478,1
13378,13137,3
21996,22082,1
3357,3083,1
20573,20373,3
17705,17802,1
8655,8449,1
4634,4634,1
16074,16423,4
10034,9433,2
17807,17953,1
10929,11566,1
14186,14566,1
10845,11728,1
8717,8366,1
13857,13629,1
7271,7079,1
13079,12262,2
12033,12422,3
13191,13981,1
8189,7903,1
13145,13143,1
13979,15268,1
14582,15079,2
4692,4794,1
21611,21442,1
4485,4665,3
3997,4207,2
10725,9724,1
12769,14763,1
3045,3041,1
13130,12941,1
14533,14294,1
13473,13469,1
11755,11753,1
4134,4004,1
15978,15776,1
10671,10673,2
21539,21537,1
5835,5649,1
18405,18238,1
16121,16232,1
12203,12773,1
14211,13979,1
13968,13967,1
18323,18655,1
16074,15941,3
14807,14658,1
8973,8628,1
9796,9439,2
6048,6146,3
4335,4603,1
6423,5914,1
13033,12386,1
16413,16315,3
4828,4653,1
12782,13220,1
13037,12396,2
6748,6545,1
11610,11167,1
6143,6301,1
9790,9644,1
16071,15978,1
14037,13741,1
16236,16122,1
1962,2649,1
12004,11580,4
6087,5941,2
6914,6727,3
5883,5586,2
15514,15249,1
18608,18610,1
2105,2105,1
12322,11933,1
16090,15682,1
15113,15109,1
10640,11340,1
17054,16903,3
18158,19466,1
10720,9964,1
1964,2163,1
8593,8256,1
8046,7850,1
6399,6605,1
6601,6601,1
16421,16922,1
2279,2151,1
11512,11509,2
12048,11164,1
19415,19477,2
10035,9639,1
14202,13817,1
20176,19936,5
9790,10037,1
10681,11125,1
11290,11722,1
14749,16435,1
4586,4505,1
4484,4485,3
12560,11947,1
7575,7572,1
11498,11225,2
4862,8738,1
12490,11952,1
10897,10220,1
12207,11992,1
4830,5237,1
7389,7065,5
14908,14699,1
4383,4748,1
8423,8630,1
11041,11046,1
10235,10238,1
15980,15857,1
13632,13216,3
15671,15552,2
11524,10625,1
10937,10686,1
17360,17108,1
13322,12725,1
10219,12579,1
16646,16913,4
16208,16101,1
12043,12655,1
10131,10303,1
8636,8427,3
9058,8910,1
11385,10953,1
21721,21860,1
7107,6980,1
9841,10267,1
4288,4005,2
7087,6436,1
18011,18122,1
5221,4751,1
2619,2718,2
4585,4685,1
13399,13156,1
7375,7050,2
13990,13447,1
3716,3789,1
8399,8395,2
12395,12008,1
12740,14200,1
12989,14356,1
16448,16455,1
11798,11562,1
15442,15873,2
11949,12339,1
16956,16954,1
10415,10353,1
5499,5210,1
16698,16697,1
18083,17966,2
20395,20395,1
10516,10694,2
21318,21120,1
4451,4223,2
7393,7153,7
4360,4217,1
6130,6908,3
22147,21984,1
11531,11332,1
7500,7341,1
13325,12796,1
10905,10659,1
10781,11473,1
15709,15441,3
6287,6130,1
7037,7039,2
12306,12303,1
2337,2135,1
13119,12701,1
16086,16669,1
7080,6954,1
10238,9948,1
7087,6766,1
22494,22462,1
3169,2891,1
18676,18469,1
14225,14380,1
2137,2137,1
13170,12728,2
14898,14898,2
8745,8268,1
13195,12758,1
1677,1450,1
19859,19655,2
4876,4579,1
14104,13527,1
10822,11020,1
17994,17847,1
2323,2257,1
8354,8356,1
14731,15384,1
2578,2839,2
18603,18268,1
2845,3584,2
9782,9431,1
20773,20698,1
7097,7095,2
13881,13740,1
12067,11876,2
11141,11139,1
19910,20066,1
19430,19327,1
4957,4671,1
15503,15359,1
14212,14368,1
10231,9811,1
15197,15517,2
8521,8439,3
11118,11369,1
11593,11399,2
7611,7415,4
11646,10815,1
16109,15984,1
19536,19304,1
11968,13600,2
13876,14415,2
1963,2356,1
13969,13416,1
9085,9087,1
1834,1528,1
11568,11573,1
5585,5709,1
15982,15690,3
15643,15640,2
18312,18174,1
18396,18103,1
12432,13071,2
10665,11360,1
8830,8674,1
3582,3262,1
5038,4569,1
9693,9835,1
10239,10239,2
7801,7330,1
11900,11713,1
2771,2770,1
17085,17182,1
7083,6865,1
12021,13242,1
9293,9085,2
8277,7745,1
11056,11496,1
11042,11042,1
17423,17336,1
20357,20264,1
17213,16960,1
798,991,1
7719,7250,1
12108,12393,1
9777,9425,1
7404,7276,1
8412,7962,1
19817,19821,1
14724,15376,1
9140,9136,1
8146,8477,1
17201,17585,1
10674,10495,1
240,219,1
3786,3784,1
14743,14752,1
9079,9640,1
577,520,1
1657,1505,1
10698,10963,1
14406,14249,1
15074,15640,1
11602,11599,2
11125,10794,1
14968,14756,2
12990,12347,1
10044,10450,1
12720,12719,2
6798,6799,1
12011,12021,1
4448,4449,1
9832,10256,1
10212,10215,1
19902,19618,3
1838,1698,1
13586,12986,2
11115,11363,2
10239,9676,1
12218,12107,1
17096,16770,1
3709,3863,1
5280,5000,3
15810,15530,1
9467,8976,1
3054,3061,1
15362,15043,1
12379,11564,2
12313,12140,2
20588,20391,2
12769,13847,1
2158,1879,1
11623,11429,1
13785,13939,3
11627,11429,1
13632,13223,2
7587,7259,1
1961,1683,1
7849,7362,1
11710,11461,1
7362,7361,1
12797,13045,4
12817,12244,1
11973,15097,2
14114,14076,1
12573,12348,1
16219,15976,1
12692,13539,1
14526,14276,1
18894,18892,3
11153,11599,1
9780,9782,2
14716,14863,1
16420,15941,1
8438,8117,2
11615,10993,1
11569,11573,2
12861,12146,1
8081,8609,1
8771,8768,1
18185,18184,2
8637,8634,1
3233,2874,1
12348,12174,1
12607,12606,1
1995,2056,1
12318,11493,1
11177,10545,1
14507,14556,2
17834,17582,1
16850,16849,2
10612,10190,1
14914,14479,1
7589,7261,1
4746,4746,1
4780,4498,1
9427,9780,3
21276,21170,1
15665,15403,1
7244,7055,1
9589,9372,1
7270,6865,2
14615,14613,1
3149,3548,1
11082,10209,1
15860,15432,1
13527,12924,1
14993,14633,1
11980,11558,3
8710,8363,1
7083,7739,1
10865,10426,1
11646,11449,1
9000,8654,2
7726,7391,1
16646,16914,4
16971,16698,1
9438,9438,1
8745,8076,1
11045,11042,1
3915,4304,1
13607,13832,1
13262,12897,1
11064,11316,1
13221,12781,4
9423,9422,3
5063,4757,2
5197,4732,2
9173,8818,1
16327,15954,1
16848,16592,1
10415,11046,1
16945,16676,1
11049,10595,3
20153,20371,2
10048,9653,1
7711,7708,1
16414,16315,2
12033,11154,1
16072,15942,1
13466,12799,1
6194,5950,2
6266,5959,1
5380,5441,1
6131,6136,1
11517,11326,1
11602,11153,7
5337,5338,2
10015,10011,1
12748,12744,1
9788,9786,1
9938,9412,1
8375,9076,6
13473,12789,1
16972,16969,1
14944,16177,2
1974,1769,3
4371,4639,1
11472,11040,1
13174,12990,1
13867,14019,1
12781,13219,1
12208,12781,1
2184,2111,1
11932,11056,2
1680,1573,1
9676,9120,1
12891,13156,1
17354,17581,1
10302,9962,3
11797,12192,1
8832,8504,1
1860,2075,1
4455,4223,1
9092,8945,1
8945,9442,1
17847,17668,1
18034,18360,1
16105,16102,2
15599,15719,2
5057,5154,3
15435,15132,1
16548,16412,2
7391,7257,1
10246,10480,3
13246,13493,1
7274,7273,2
13419,12734,1
9334,8781,2
12313,12946,1
11369,11124,2
1594,1652,1
15640,15525,2
3404,3290,1
4641,4737,1
11790,11973,1
6786,6338,1
10882,10627,1
2360,2165,1
15994,16704,1
9998,9935,1
12059,11639,1
3328,3057,1
11726,11485,1
16416,16066,1
5238,4768,1
21936,21877,1
10067,10238,1
21098,20912,1
12000,11820,1
8410,8097,3
10043,9438,2
9790,9435,9
16452,16591,2
3784,3464,1
9133,9334,2
7264,6946,1
11987,11987,1
3252,3164,1
4356,4218,1
15709,16869,1
21873,21932,1
10302,9967,1
12606,12201,1
13626,13852,1
11487,11493,1
12565,12730,1
5219,5219,2
13033,12617,1
4498,4405,1
16798,16762,1
15752,15136,2
11500,10601,1
7596,7401,2
16166,15916,1
13312,12511,1
16922,16821,3
3996,3923,1
11723,12306,2
17174,16651,1
5042,5051,1
11573,10671,1
11128,10503,1
8630,8520,1
10090,10260,1
12146,11493,1
2993,2990,1
6655,6444,4
13170,12736,2
9786,9430,2
16691,16367,1
20559,20716,1
10051,10050,1
16069,16415,1
7502,7206,1
7446,7449,1
15915,15915,1
12797,13874,2
9812,9676,1
13548,12884,2
16578,16672,1
1632,2460,1
4169,3961,1
14000,13450,1
20289,20285,1
2137,2074,1
14773,14622,1
15961,15837,2
12372,11981,1
6280,5867,1
8352,7690,1
9820,9673,2
12400,15442,1
12820,12250,1
3889,4118,1
16466,16372,4
11599,11154,2
19851,19718,1
8233,7849,1
21853,21780,1
16089,16336,2
14383,13999,1
6441,5926,1
21870,21825,1
1325,1062,1
6095,6096,1
7958,7412,1
6129,6027,1
3336,3333,1
21623,21239,1
10211,10209,1
18102,18893,1
10475,11983,1
11850,12036,1
5097,4586,1
13122,13121,2
20600,20425,1
11984,12599,2
16070,15819,1
11048,10787,1
7698,7697,3
20582,20440,1
15943,17329,1
13223,12635,2
17060,17559,1
15105,15102,1
8625,8287,1
7390,6941,1
12758,12590,1
22108,22179,1
11333,11530,1
2694,2694,2
12664,12262,1
10287,10532,2
11909,11476,1
13919,13764,1
7433,7763,1
16178,16072,1
22082,22054,1
13228,14253,1
8098,7752,6
13921,14304,1
6029,5880,1
16421,16078,1
14308,14306,1
12380,12776,5
7854,8048,1
16214,16683,1
13731,13579,2
16915,16811,1
11819,12002,1
16851,16590,3
12002,11815,1
14864,15064,3
7743,7406,6
8431,7769,1
14408,14411,2
13197,15097,1
22409,22642,1
11540,11539,2
14804,14523,1
3454,3770,1
8785,8646,1
7591,8075,2
8776,9120,2
14358,14356,1
15193,14908,1
18808,18547,1
15139,15139,1
8616,8093,1
8222,8032,1
3655,3654,1
21722,22008,1
8094,8765,1
14008,13862,2
12588,12187,1
11932,11750,1
7711,8370,2
11064,10864,1
16237,15995,2
15851,15973,1
5319,5603,1
14371,14371,1
10651,13611,1
7118,7116,1
5004,5115,1
16918,16922,2
14356,13968,2
9522,9375,1
6402,6402,1
11691,11418,2
23128,23089,3
13855,13211,1
5325,5214,1
14629,14776,3
11246,12634,1
11961,11335,1
8969,8415,3
13625,13454,1
11578,11580,2
3510,3838,1
16209,15846,1
14000,13203,1
10174,11047,1
13020,14392,1
10946,10263,1
13196,13607,2
1787,1718,1
19115,18812,4
13605,13441,1
13922,13923,1
14752,14752,1
2398,2465,1
10911,11551,1
12743,12357,1
19111,18896,1
14730,15076,1
16317,16178,2
15401,15099,1
11913,13549,1
10674,10933,3
10648,10055,2
14896,15359,1
12766,13448,2
11361,11115,3
13625,13213,1
16923,17172,1
7433,6871,2
6974,7427,2
13819,15081,1
16949,16453,1
16608,16376,1
10666,10243,2
9072,8578,1
15988,15864,1
5306,5022,1
6727,6615,1
13523,13523,2
11542,12356,1
9438,9648,1
14730,15259,1
18167,18100,2
15648,15645,1
8952,8751,1
8394,8396,1
15419,15562,1
18364,18082,1
12824,12651,6
10506,11583,1
16590,16449,1
11512,10874,1
12014,13234,2
10530,10283,1
16771,16590,2
9810,9310,1
12265,11871,1
3550,3997,1
4485,4484,3
11311,10864,1
10003,10002,1
17054,16802,1
13189,13600,1
10630,11079,4
17901,17744,1
11961,11777,2
21424,21371,1
12836,12839,1
16698,16475,2
9085,9789,1
8936,8517,1
12007,12107,1
11419,11611,1
10849,10591,1
11990,11804,1
11600,11609,1
5919,5721,1
11583,11400,1
10636,10454,1
9431,10627,1
10258,9692,1
20131,19897,1
8139,8139,1
8441,7986,3
5585,5770,6
15062,15063,1
9123,8779,2
11033,11907,1
4668,6454,1
13161,12891,1
14407,14407,2
14252,14406,1
2359,2161,1
5057,5055,2
15667,15276,1
12052,11620,1
13182,12997,1
11180,11183,1
16425,16199,1
13862,13635,1
17189,16934,3
7719,7383,1
21869,21823,1
6173,5995,2
18102,18047,1
12826,12255,1
13186,12751,1
14985,14773,1
12234,11593,1
16102,15690,2
13225,13037,3
1991,2594,1
6610,6401,1
12391,12787,1
4451,4007,1
11634,11633,1
3493,3085,1
14523,14049,1
17370,17367,1
5430,5241,1
4755,5055,2
13957,13575,2
17174,16924,1
7052,6859,2
16613,16705,1
6753,7390,2
10303,9963,1
14626,14406,1
6804,6360,1
12624,12392,1
12978,12735,1
14009,14394,4
3020,3766,3
21137,21070,1
13641,13642,2
8306,8437,1
11617,11178,1
2075,1938,1
13592,12990,1
8388,8740,1
8269,8087,1
16321,16185,1
10046,9798,2
15411,15965,1
3074,3343,1
2554,2353,1
13216,13214,1
12235,11593,1
4356,4006,2
4708,4421,1
5096,5374,3
14605,15408,2
11791,11547,1
11504,11930,1
16078,16930,2
16655,16818,1
10206,10034,1
11051,10855,2
2465,2319,1
11565,11573,3
9663,9454,2
13249,12820,3
20485,20762,1
12931,13118,3
16799,16762,1
7886,8482,1
10245,9821,1
16661,16825,1
11514,11512,1
10080,9829,1
20939,21001,1
20527,20865,1
1931,1654,1
8781,8983,2
16462,15988,1
9282,9077,1
15985,15859,1
15102,14768,1
8081,7950,3
15647,16315,1
8577,8717,10
7052,6920,3
12792,12107,1
12328,11506,1
13619,13844,1
17201,16945,1
19354,19727,1
9860,9859,1
8762,8760,2
12728,12727,2
15406,15670,1
10027,9779,3
12568,12986,1
7734,7733,2
11163,10988,1
19804,19748,1
11436,11183,1
4937,4749,4
10017,9939,1
7077,7397,1
10571,9921,1
4872,4754,1
1079,909,1
15069,14725,2
12792,13226,1
7076,7398,2
12715,12551,1
12383,13465,2
13076,12830,1
16655,17417,2
4264,4881,1
10495,10938,1
9693,9133,1
13473,12790,1
13008,13436,1
4657,4575,1
16415,16311,1
6401,6606,1
17071,17068,1
3094,2818,1
14403,13632,1
13159,12332,1
10676,10258,2
3860,3994,1
6725,6723,1
13026,12782,1
12726,12724,1
15666,16194,1
15975,15858,1
11065,10865,1
13176,14200,1
9525,8832,2
9576,9846,1
19280,19396,1
10634,10357,1
15316,16613,1
11540,10641,1
13128,12314,1
12387,12614,1
2861,2830,1
18537,18385,4
20156,20281,1
17636,18066,2
9666,9097,1
12187,11969,1
13885,13741,2
12769,12771,1
15998,16125,1
11992,14008,2
16237,16002,1
16198,16669,1
2431,2467,1
12390,11573,2
12387,12012,1
5351,5157,1
11491,10596,1
16686,16458,2
11910,12133,1
18616,18376,1
17442,17441,1
14087,13898,1
21661,21532,1
12614,12207,1
15429,15981,2
7562,7708,1
5095,4691,1
19092,18961,1
21537,21308,1
6393,6398,1
8596,8383,3
14528,13908,1
5570,5284,1
12142,12310,1
15407,15110,1
18559,18560,1
12355,11966,2
2911,2541,1
14014,13866,1
6759,6946,2
8833,9031,1
4025,3953,3
13628,14008,1
9636,9425,1
12621,12390,2
15976,15974,1
17596,17847,1
9667,9807,2
3342,3344,1
19787,19607,3
8521,8114,3
13281,13687,1
4240,3903,1
10242,10070,2
18773,18719,1
12029,11843,1
13052,12634,1
18381,18158,9
12730,12488,2
18636,18640,2
9453,8953,1
23216,23231,1
20126,19894,1
13765,13526,1
15641,15381,1
10640,12353,1
20369,20073,1
11450,11207,1
15138,15588,1
11539,13599,1
10659,10248,2
12793,12620,1
19331,19198,1
10674,12784,1
9859,9859,1
12381,13216,3
8385,9089,1
13147,13147,1
10621,10024,3
22122,22007,1
11989,11999,1
20086,20390,3
15617,15359,1
9803,9660,1
18381,18289,2
9302,8757,1
10677,10937,1
12574,12989,1
8766,8094,2
20403,20605,1
19443,19199,1
15101,15099,1
18811,18640,1
19038,18902,1
11411,11153,1
20898,21024,1
13465,13632,3
16102,16208,1
8415,8414,3
12745,12586,1
6436,5915,1
17325,17069,1
15932,15808,3
8291,7762,1
15122,15296,1
12602,12374,1
16217,16594,1
13653,13048,1
12162,13954,1
8030,7899,1
7376,7054,2
4790,4978,2
15096,15398,1
9947,9812,1
11569,13027,1
11537,11539,1
6968,7753,1
12940,12529,1
16820,16657,1
11525,11326,2
11941,11940,2
12313,11924,1
8772,8777,1
8777,8643,1
16418,15936,1
20958,20718,1
15911,15513,1
6315,6630,1
6431,6320,2
19313,19259,2
19927,19734,1
19792,19622,2
13107,13105,1
6142,6921,1
19837,20141,4
16607,16471,1
5719,5515,1
15149,14838,1
13173,13413,1
16924,16820,1
12062,12060,1
10897,11968,1
12938,12694,2
12018,12021,1
11536,11537,1
10801,10518,1
12779,12387,1
9327,8785,1
19386,19339,1
11043,10853,1
20505,20387,1
10215,10051,1
14866,14596,2
16974,16970,1
13877,13481,1
12695,12936,1
15482,15360,1
13527,13525,1
1961,2564,1
8266,7596,1
11969,11784,1
17080,17079,2
11082,11528,2
10652,10358,1
11986,11559,1
14871,14416,2
12407,12231,4
9335,9335,1
6056,5912,1
7255,7265,1
13449,12595,2
14363,14207,3
16671,16670,1
16012,16010,1
11503,12326,2
16209,16211,1
12122,12122,1
7463,7131,2
5448,5111,1
5354,5069,1
12772,14236,1
7722,7254,1
17425,17183,2
1850,1493,1
17579,17729,1
8049,7378,1
3904,3665,1
6431,6159,1
4591,4547,1
16448,16359,1
15383,15644,2
11072,10616,1
18263,17950,1
15995,15441,2
9032,8681,2
6743,6312,1
11569,11373,1
8118,7774,1
2861,2640,1
7041,6913,1
10049,9797,1
15695,15428,3
16472,15992,1
21748,22143,1
19667,19369,1
7057,7715,1
8387,9796,1
14631,14407,3
12805,12234,1
8117,9138,1
8404,8272,4
10914,10667,1
12661,12896,1
18304,18633,1
9835,9476,3
11224,10860,1
9412,9266,1
11855,11158,2
16187,15658,2
15417,15559,1
9184,9380,2
9300,9655,1
11999,11572,3
22412,22410,1
5909,5613,1
16418,16178,1
3589,3501,1
8767,8413,1
10231,9667,1
15453,15600,2
17211,17111,1
3321,3224,2
2134,2135,1
10912,10652,1
11634,11434,1
16849,17204,1
351,282,2
15086,15652,1
19712,19627,1
9141,8441,3
6159,6160,1
743,742,1
13238,12800,1
11945,11520,2
8617,8282,1
10646,10647,1
11986,11565,1
15976,15688,1
4888,4789,2
14968,15408,1
15493,16006,2
12235,11604,1
9398,10174,1
15335,14799,1
10256,10257,1
9962,9728,1
12030,11844,2
10996,10312,1
3442,3529,2
15985,15863,1
12194,11554,1
17162,16909,1
2552,2695,1
9791,11533,1
8118,7984,2
6945,6635,1
14783,15130,2
7729,8193,2
8847,8588,1
13986,13988,2
11641,11190,1
15419,15119,1
2181,2384,1
4485,4170,1
15985,15696,1
14731,14356,1
12530,12528,1
11776,11082,1
15972,15850,1
8265,7737,1
6933,6744,2
17355,17199,1
9785,10031,2
6632,6631,1
1859,2072,1
16548,16911,2
11204,11054,2
18919,18827,1
9769,9624,1
15249,15924,1
8099,8096,2
721,660,4
7378,7054,1
21880,21745,1
12847,12448,1
8769,9465,1
19735,19657,1
22269,22823,1
16807,16768,1
8988,9131,2
18174,18110,1
13013,12764,1
8921,9418,1
11567,12778,1
15244,15367,3
13175,12993,1
9808,9670,1
6633,7393,1
10550,10994,2
7747,8407,1
20689,20581,1
11840,11609,2
9775,9420,1
10052,10644,1
10180,10011,1
7382,7248,2
12755,12586,3
9525,9379,2
9453,9451,2
8540,8480,1
8414,8094,4
14371,13980,5
17095,16942,1
15457,15606,1
19225,19015,1
13015,12768,5
13417,13176,2
12392,12618,1
9684,9128,1
5529,5350,1
15202,15873,1
8386,8385,1
13591,12739,1
4770,4393,4
13170,14725,2
11079,10632,1
10175,9756,3
5217,5048,1
4915,4452,1
16682,17102,1
16085,16432,1
8596,8386,4
13978,14127,1
12231,11592,1
9141,8447,1
19235,19288,1
7955,7951,2
10296,11430,1
13459,13457,1
10615,11512,1
13582,13423,1
14387,14000,2
18344,18341,1
18263,18224,1
12820,13498,1
6809,6485,1
7611,7093,1
9,8,1
4747,4932,1
3973,3593,1
7014,7166,1
11174,10724,2
8719,9069,1
13173,12736,1
11938,11757,1
7850,8043,3
10636,11964,1
22038,22037,1
16653,16666,1
10658,10239,4
12751,14744,1
13408,12728,1
8655,8450,1
8080,7737,3
7697,7703,1
2552,2439,2
9082,9787,2
14715,15243,1
14371,14744,1
15119,14987,1
14633,14250,1
17023,16839,1
18049,17932,3
19490,19745,1
5595,5896,2
13522,13313,1
17182,16826,3
21507,21267,1
6062,6252,1
11965,11537,2
13624,13454,1
10381,10559,1
14006,15417,1
18384,18158,3
440,385,1
13594,13821,2
15684,15567,3
16312,15935,2
12139,11726,1
8835,8681,1
13924,13923,1
8087,8089,1
16181,16815,1
10472,10914,1
7575,7250,1
11367,11241,1
21518,21386,1
12781,13629,1
14332,14473,1
7373,7562,1
15431,15308,1
1860,1934,1
12778,14009,1
10914,10661,1
2839,2578,2
11564,11988,2
1473,1474,1
7923,8053,1
10074,12605,1
16907,16805,2
5770,5710,3
20880,20755,1
14629,14407,3
9869,10812,1
14411,14253,1
17570,17183,1
12836,12434,4
12947,13135,1
12690,12932,1
3554,3053,1
11133,10947,1
8091,8088,3
9695,9133,1
9810,10059,2
1959,1617,1
6655,6453,1
12615,13032,1
5745,5693,1
4045,3970,1
8642,8303,2
11947,11945,1
20534,20404,1
15936,15651,2
15639,15384,1
9814,12769,1
6030,6030,1
20271,20061,1
18958,18859,1
20345,20125,1
16775,16706,1
5213,4748,1
19193,19136,1
18425,18327,1
11604,12033,2
2858,2904,1
16670,16939,1
7589,7071,1
1925,1728,1
16705,16607,1
9074,8868,1
4898,4812,1
13619,15110,1
17368,17452,1
14394,15685,1
19079,18958,1
4731,4356,1
17418,16923,1
14533,14461,1
4742,4241,1
10215,10216,1
14739,15086,2
13127,12693,1
9647,9436,2
12482,12686,1
11997,11843,1
10460,10226,1
7748,7748,9
11860,11422,1
11550,11096,1
11234,10906,2
11095,10642,2
12310,13374,1
17192,16677,1
8643,8442,2
3874,4189,1
8240,8051,1
3845,3762,1
1275,1094,1
2135,1937,1
8733,8745,1
2378,2240,1
14760,15107,2
16416,16065,1
15807,15377,2
10201,10030,1
10144,10382,1
7389,6754,1
6510,6647,1
14417,13874,1
518,486,1
15263,15083,1
12621,13473,1
4564,4213,1
12773,12376,4
12515,12296,1
12038,11691,1
1932,1930,1
11087,11085,1
12219,12107,1
7757,8099,6
13203,13618,1
12187,11970,1
3096,3278,2
17225,17459,1
4504,3983,1
15664,15830,1
18277,18367,2
13507,13680,1
6756,6507,1
16986,17136,2
2476,2148,1
11121,11373,1
15423,15421,1
4243,4650,1
11481,11038,2
11906,11724,3
4218,4003,1
8399,8403,1
7378,7379,1
9469,9679,1
6742,6620,2
18011,18248,1
2591,2389,1
20066,19909,1
15687,15851,3
2507,2380,1
17072,16653,1
15094,14759,1
16219,16595,3
6019,5762,1
15632,15247,1
11968,11544,2
13035,12786,1
8752,8609,3
11992,11575,2
17906,17810,1
